30	0.3999388605187731	0.40052945267143797	0.4010617419025388	0.39731332691084126	0.3974956129368997
32	0.3577511728084224	0.36316217454286615	0.36283679326249313	0.361824781568176	0.35883092136251643
34	0.3195363160991108	0.3205497929586492	0.3219852069401397	0.3189550133458554	0.3225993126881371
36	0.2752876884635141	0.2803686296194732	0.2814098430388802	0.2850632367764195	0.2800232079120285
38	0.23870075140229344	0.242337670379204	0.2397624402550601	0.23700637652774081	0.23794597356517905
40	0.20059555813057134	0.2017840866002472	0.19967181010711074	0.20128984407445183	0.19922165232503425
42	0.15865994763326724	0.1608417494639916	0.16002382050667066	0.16004903864888065	0.16118764245296277
44	0.12080836644873484	0.12008219499196897	0.1201852977322892	0.11689419901693165	0.12050730524563996
46	0.07777870303283799	0.08206626568569725	0.08025330524113304	0.08095591315013316	0.07856708333420286
48	0.04460302461192299	0.05149014377872963	0.038694272009236454	0.04192299271293647	0.03999425271690271
50	0.014777381350890233	0.028839992538319044	0.010368515327092013	0.007118693932833351	0.01270644251882612
52	0.0036660837265988207	0.013879751978954148	0.00015315977807199856	0.001067765675709441	0.0014947411355799604
54	0.00123738981961694	0.005699932437687752	0	58057291645010886e-21	5463635617410168e-20
56	0.0004071562080149105	0.0026059577953875157	0	13724467021153615e-21	19389668233184198e-23
58	0.00014623119309623676	0.0012193580534306451	0	3935267304994998e-21	0
60	40576554956953796e-21	0.00040264175084997955	0	204213276724272e-20	0
62	18056496684804675e-21	0.0002216206339825703	0	5175325810045435e-22	0
64	9093054685100135e-21	4289377112435257e-20	0	2634458971630227e-22	0
66	15403891209404321e-22	16649173069264797e-21	0	85215492363112e-21	0
68	8130015402575509e-22	6978917712008375e-21	0	36037479403050104e-24	0
70	0	2281158470212874e-21	0	5077502638788257e-24	0
72	0	8518924946698756e-22	0	11454374236018407e-24	0
74	0	1861404211814555e-22	0	11944263381070811e-25	0
76	0	7278038260844689e-24	0	0	0
78	0	23702477979921463e-25	0	38841804202738284e-27	0
80	0	0	0	0	0
